브랜드명,총건수,지점명비율,표기변형목록,대표주소예시,판정,판정근거,경계사례
종로떡집,38,0.00,,부산광역시 부산진구 백양대로60번길 49 (당감동),제외,빈도 38·지점비율 0% <40% → 일반상호 제외,
제일상회,37,0.00,,부산광역시 사하구 장림시장5길 93(장림동),제외,빈도 37·지점비율 0% <40% → 일반상호 제외,
대성상회,36,0.00,,부산광역시 사하구 낙동대로199번길 14-1 (괴정동),제외,빈도 36·지점비율 0% <40% → 일반상호 제외,
신앙촌상회,33,0.03,,부산광역시 영도구 절영로49번길 64(영선동2가),제외,빈도 33·지점비율 3% <40% → 일반상호 제외,
올리브,32,0.00,,부산광역시 중구 부평동1가 20-48,제외,빈도 32·지점비율 0% <40% → 일반상호 제외,
금산인삼,31,0.00,,부산광역시 사하구 낙동대로199번길 14 (괴정동),제외,빈도 31·지점비율 0% <40% → 일반상호 제외,
경남상회,29,0.00,,부산광역시 중구 보수대로 94(보수동3가),제외,빈도 29·지점비율 0% <40% → 일반상호 제외,
부산상회,28,0.00,,부산광역시 영도구 남항로41번길 18-11(영선동2가),제외,빈도 28·지점비율 0% <40% → 일반상호 제외,
옛날통닭,28,0.04,,부산광역시 영도구 태종로105번길 46-1(봉래동3가),제외,빈도 28·지점비율 4% <40% → 일반상호 제외,
어사또,28,0.25,,경기도 평택시 통복시장2로 12(통복동),제외,빈도 28·지점비율 25% <40% → 일반상호 제외,
중앙상회,27,0.00,,부산광역시 사하구 사하로198번길 30(괴정동),제외,빈도 27·지점비율 0% <40% → 일반상호 제외,
우리상회,26,0.00,,부산광역시 서구 구덕로295번길 18-1(서대신동2가),제외,빈도 26·지점비율 0% <40% → 일반상호 제외,
강원상회,26,0.04,,부산광역시 동구 진시장로 24(범일동),제외,빈도 26·지점비율 4% <40% → 일반상호 제외,
충북상회,26,0.00,,부산광역시 남구 못골로 59-4(대연동),제외,빈도 26·지점비율 0% <40% → 일반상호 제외,
명성왕족발,26,0.00,,경기도 군포시 산본로323번길 16-25 (산본동),제외,빈도 26·지점비율 0% <40% → 일반상호 제외,
부산어묵,25,0.00,,부산광역시 중구 중구로43번길 25 (부평동2가),제외,빈도 25·지점비율 0% <40% → 일반상호 제외,
코코,25,0.00,,부산광역시 중구 중구로47번길 27 (부평동2가),제외,빈도 25·지점비율 0% <40% → 일반상호 제외,
민속떡집,24,0.00,,부산광역시 사하구 장림번영로 22(장림동),제외,빈도 24·지점비율 0% <40% → 일반상호 제외,
청도상회,24,0.00,,부산광역시 사하구 옥천로 8 (감천동),제외,빈도 24·지점비율 0% <40% → 일반상호 제외,
제일수산,24,0.00,,부산광역시 강서구 신포길 13-9(명지동),제외,빈도 24·지점비율 0% <40% → 일반상호 제외,
과일나라,24,0.00,,부산광역시 사하구 사하로 202-4 (괴정동),제외,빈도 24·지점비율 0% <40% → 일반상호 제외,
대영상회,24,0.00,,부산광역시 사하구 낙동대로179번길 22(괴정동),제외,빈도 24·지점비율 0% <40% → 일반상호 제외,
호남상회,23,0.00,,부산광역시 사상구 사상로250번길 41 (괘법동),제외,빈도 23·지점비율 0% <40% → 일반상호 제외,
밀양상회,22,0.00,,부산광역시 서구 해안새벽시장길 76(남부민동),제외,빈도 22·지점비율 0% <40% → 일반상호 제외,
만물상회,22,0.00,,부산광역시 중구 구덕로 73(남포동6가),제외,빈도 22·지점비율 0% <40% → 일반상호 제외,
바다수산,22,0.00,,부산광역시 서구 해안새벽시장길 68 (남부민동),제외,빈도 22·지점비율 0% <40% → 일반상호 제외,
싱싱야채,22,0.00,,부산광역시 남구 수영로196번길 26 (대연동),제외,빈도 22·지점비율 0% <40% → 일반상호 제외,
서울떡집,22,0.00,,부산광역시 부산진구 당감로16번길 28-1 (당감동),제외,빈도 22·지점비율 0% <40% → 일반상호 제외,
전주식당,22,0.00,,경기도 수원시 팔달구 수원천로264번길 10-2(지동),제외,빈도 22·지점비율 0% <40% → 일반상호 제외,
안동상회,21,0.00,,부산광역시 사하구 장림시장5길 67 (장림동),제외,빈도 21·지점비율 0% <40% → 일반상호 제외,
경주상회,21,0.00,,부산광역시 사하구 장림시장5길 77(장림동),제외,빈도 21·지점비율 0% <40% → 일반상호 제외,
신데렐라,21,0.00,,부산광역시 중구 국제시장2길 34(신창동4가),제외,빈도 21·지점비율 0% <40% → 일반상호 제외,
오복상회,21,0.00,,부산광역시 중구 자갈치로 42(남포동5가),제외,빈도 21·지점비율 0% <40% → 일반상호 제외,
창녕상회,20,0.00,,부산광역시 중구 중구로43번길 36 (부평동2가),제외,빈도 20·지점비율 0% <40% → 일반상호 제외,
루디아,20,0.00,,부산광역시 동구 범일로65번길 8(범일동),제외,빈도 20·지점비율 0% <40% → 일반상호 제외,
큐사랑,19,0.37,,"부산광역시 사하구 다대로429번길 20 (다대동, 삼환아파트)",제외,빈도 19·지점비율 37% <40% → 일반상호 제외,Y
남해건어물,19,0.00,,부산광역시 영도구 절영로49번길 58 (영선동2가),제외,빈도 19·지점비율 0% <40% → 일반상호 제외,
형제수산,19,0.00,,부산광역시 강서구 신포길 13-2 (명지동),제외,빈도 19·지점비율 0% <40% → 일반상호 제외,
신흥상회,19,0.00,,부산광역시 중구 보수대로 94(보수동3가),제외,빈도 19·지점비율 0% <40% → 일반상호 제외,
장수식품,19,0.00,,부산광역시 서구 충무대로 278 (충무동1가),제외,빈도 19·지점비율 0% <40% → 일반상호 제외,
엄마손반찬,19,0.00,,부산광역시 사상구 새벽로168번길 37(감전동),제외,빈도 19·지점비율 0% <40% → 일반상호 제외,
대박수산,19,0.00,,경기도 용인시 기흥구 한보라2로14번길 4-6 (보라동),제외,빈도 19·지점비율 0% <40% → 일반상호 제외,
대구상회,18,0.00,,부산광역시 중구 중구로 41-2(부평동1가),제외,빈도 18·지점비율 0% <40% → 일반상호 제외,
영남상회,18,0.00,,부산광역시 중구 중구로 49(부평동1가),제외,빈도 18·지점비율 0% <40% → 일반상호 제외,
대광상회,18,0.00,,부산광역시 중구 중구로 42(신창동4가),제외,빈도 18·지점비율 0% <40% → 일반상호 제외,
현대상회,18,0.00,,부산광역시 서구 해안새벽시장길 68 (남부민동),제외,빈도 18·지점비율 0% <40% → 일반상호 제외,
대림상회,18,0.00,,부산광역시 중구 용미길10번길 9-1(남포동1가),제외,빈도 18·지점비율 0% <40% → 일반상호 제외,
대흥상회,18,0.00,,부산광역시 중구 용미길8번길 4 (남포동1가),제외,빈도 18·지점비율 0% <40% → 일반상호 제외,
BYC,18,0.06,,부산광역시 연제구 고분로 28(연산동),제외,빈도 18·지점비율 6% <40% → 일반상호 제외,
중국식품,18,0.00,,경기도 평택시 통복시장로5번길 7 (통복동),제외,빈도 18·지점비율 0% <40% → 일반상호 제외,
수정상회,17,0.00,,부산광역시 사하구 제석로17번길 1(하단동),제외,빈도 17·지점비율 0% <40% → 일반상호 제외,
영광상회,17,0.00,,부산광역시 서구 새벽시장길 23(충무동1가),제외,빈도 17·지점비율 0% <40% → 일반상호 제외,
토마토,17,0.00,,부산광역시 중구 광복로35번길 21-1(신창동3가),제외,빈도 17·지점비율 0% <40% → 일반상호 제외,
동해수산,17,0.00,,부산광역시 서구 충무대로 202(남부민동),제외,빈도 17·지점비율 0% <40% → 일반상호 제외,
대동상회,17,0.00,,부산광역시 중구 용미길10번길 11 (남포동1가),제외,빈도 17·지점비율 0% <40% → 일반상호 제외,
부흥상회,16,0.00,,부산광역시 중구 보수대로 94 (보수동3가),제외,빈도 16·지점비율 0% <40% → 일반상호 제외,
하동상회,16,0.00,,부산광역시 서구 충무대로268번길 6 (충무동1가),제외,빈도 16·지점비율 0% <40% → 일반상호 제외,
오렌지,16,0.06,,부산광역시 중구 광복로35번길 29(신창동3가),제외,빈도 16·지점비율 6% <40% → 일반상호 제외,
풍년상회,16,0.00,,부산광역시 동구 성북로 42-1(범일동),제외,빈도 16·지점비율 0% <40% → 일반상호 제외,
하나로축산,16,0.00,,부산광역시 사상구 사상로577번길 15(모라동),제외,빈도 16·지점비율 0% <40% → 일반상호 제외,
페리카나,15,0.27,,부산광역시 사하구 다대로142번길 130 (신평동),제외,빈도 15·지점비율 27% <40% → 일반상호 제외,
삼성상회,15,0.00,,부산광역시 영도구 절영로49번길 46-1(남항동1가),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
싱싱수산,15,0.00,,부산광역시 영도구 남항로41번길 18-4 (영선동2가),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
떡사랑,15,0.00,,부산광역시 사하구 낙동대로189번길 11(괴정동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
명성상회,15,0.00,,부산광역시 서구 충무대로 260(충무동1가),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
다모아,15,0.00,,부산광역시 동구 범일로65번길 8(범일동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
신발나라,15,0.00,,부산광역시 부산진구 부전로 187(부전동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
김밥나라,15,0.00,,부산광역시 동래구 여고북로 172 (사직동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
광주상회,15,0.00,,경기도 평택시 통복시장2로 1-5 (통복동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
대성축산,15,0.00,,경기도 오산시 성호새싹길 28 (오산동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
소문난순대국,15,0.00,,경기도 시흥시 도일로102번길 2(거모동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
골드축산,15,0.00,,경기도 시흥시 삼미시장2길 39 (신천동),제외,빈도 15·지점비율 0% <40% → 일반상호 제외,
신용상회,14,0.00,,부산광역시 영도구 태종로105번길 34 (봉래동3가),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
센스,14,0.00,,부산광역시 사하구 낙동대로451번길 25(하단동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
거창상회,14,0.00,,부산광역시 중구 보수대로 94(보수동3가),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
남해수산,14,0.00,,부산광역시 중구 자갈치로60번길 5-1(남포동4가),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
제주상회,14,0.00,,부산광역시 남구 동명로152번길 93(용호동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
평화상회,14,0.00,,부산광역시 동구 진시장로 24(범일동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
이레,14,0.00,,부산광역시 부산진구 자유평화로 7(범천동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
부부상회,14,0.00,,부산광역시 수영구 수영로603번길 12 (광안동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
경성꽈배기,14,0.36,,부산광역시 수영구 망미배산로10번길 32 (망미동),제외,빈도 14·지점비율 36% <40% → 일반상호 제외,Y
명동의류,14,0.00,,부산광역시 북구 구포시장길 29 (구포동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
대박집,14,0.00,,경기도 평택시 통복로 63-1(통복동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
대박축산,14,0.00,,경기도 평택시 서정역로 22 (서정동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
장충동한방족발,14,0.00,,경기도 성남시 중원구 은이로8번길 3-1 (은행동),제외,빈도 14·지점비율 0% <40% → 일반상호 제외,
퀸,13,0.00,,부산광역시 사하구 하신중앙로 265 (하단동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
핑크,13,0.00,,"부산광역시 사하구 하신중앙로 265 (하단동, 가락타운2·3단지)",제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
칠성상회,13,0.00,,부산광역시 중구 보수대로 94(보수동3가),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
다온,13,0.00,,부산광역시 중구 부평3길 28(부평동1가),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
진양상회,13,0.00,,부산광역시 중구 국제시장2길 29 (신창동4가),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
합천상회,13,0.00,,부산광역시 서구 구덕로295번길 24(서대신동2가),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
고려인삼,13,0.00,,부산광역시 서구 대영로 78(동대신동1가),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
완도상회,13,0.00,,부산광역시 중구 자갈치로 42(남포동5가),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
포항상회,13,0.00,,부산광역시 중구 자갈치로48번길 3(남포동5가),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
트라이,13,0.15,,부산광역시 중구 대청로134번길 21(중앙동1가),제외,빈도 13·지점비율 15% <40% → 일반상호 제외,
태양상회,13,0.00,,부산광역시 동구 진시장로 24(범일동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
보금당,13,0.00,,부산광역시 동구 조방로 48(범일동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
우리수산,13,0.00,,부산광역시 사상구 새벽로 141(감전동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
형제축산,13,0.00,,부산광역시 부산진구 새싹로14번길 53(부전동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
두부명가,13,0.00,,부산광역시 동래구 사직북로33번길 38(사직동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
우리축산,13,0.00,,부산광역시 금정구 장전온천천로 31-1 (장전동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
풍년떡집,13,0.00,,경기도 평택시 통복시장로16번길 28(통복동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
고향떡집,13,0.00,,경기도 안성시 장기로45번길 46 (서인동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
홍두깨손칼국수,13,0.00,,경기도 용인시 수지구 만현로 82-4 (상현동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
빵이가득한집,13,0.00,,경기도 안양시 동안구 흥안대로145번길 59 (호계동),제외,빈도 13·지점비율 0% <40% → 일반상호 제외,
밀라노,12,0.00,,부산광역시 사하구 다대로 473 (다대동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
의령상회,12,0.00,,부산광역시 영도구 남항로49번길 33(영선동2가),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
한우마을,12,0.00,,부산광역시 사하구 낙동대로233번길 30(괴정동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
두부마을,12,0.00,,부산광역시 사하구 사하로198번길 26 (괴정동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
초이스,12,0.00,,부산광역시 중구 중구로47번길 21-1(부평동1가),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
한일상회,12,0.00,,부산광역시 중구 국제시장2길 15(신창동4가),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
대명상회,12,0.00,,부산광역시 중구 자갈치해안로 52(남포동4가),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
해성상회,12,0.00,,부산광역시 중구 자갈치해안로 52 (남포동4가),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
대창상회,12,0.00,,부산광역시 사상구 농산물시장로25번길 70(엄궁동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
공주상회,12,0.00,,부산광역시 동구 진시장로 24 (범일동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
동원상회,12,0.00,,부산광역시 동구 진시장로 24 (범일동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
사라,12,0.00,,부산광역시 동구 진시장로 24(범일동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
상주상회,12,0.00,,부산광역시 동구 진시장로 24(범일동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
안경나라,12,0.25,,부산광역시 남구 진남로 11(대연동),제외,빈도 12·지점비율 25% <40% → 일반상호 제외,
여수상회,12,0.00,,부산광역시 수영구 민락수변로 1 (민락동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
강경젓갈,12,0.00,,부산광역시 북구 구포시장길 61 (구포동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
제일떡집,12,0.00,,부산광역시 금정구 가마실로 15-15 (부곡동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
왕십리곱창,12,0.00,,경기도 화성시 송산면 사강로 194,제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
착한탕국,12,0.00,,"경기도 수원시 팔달구 동말로68번길 15(화서동, 수정아파트)",제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
반찬나라,12,0.00,,경기도 용인시 수지구 신봉2로 2 (신봉동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
남원추어탕,12,0.00,,경기도 안양시 동안구 귀인로190번길 63(평촌동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
소문난순대집,12,0.00,,서울특별시 금천구 금하로24길 45 (시흥동),제외,빈도 12·지점비율 0% <40% → 일반상호 제외,
